source,has_success,has_summary,has_parquet,total_rows_read,total_rows_written,elapsed_seconds,clean_time_utc,total_rows,valid_position,valid_time,ground_points,valid_speed,valid_heading,valid_icao,quality_good,quality_warn,quality_bad,unique_icao,sparse_tracks
adsb_data_20251215_102023,True,True,True,4385613,4385613,73.09,2026-06-08T11:28:44.309888+00:00,4385613,4385606,4385613,280313,4383899,4379987,4385613,4379884,4104,1625,3409,60
adsb_data_20251215_105540,True,True,True,4384202,4384202,75.76,2026-06-08T11:30:01.194758+00:00,4384202,4384196,4384202,283028,4382154,4378745,4384202,4378668,3551,1983,3447,36
adsb_data_20251215_113458,True,True,True,4384967,4384967,73.8,2026-06-08T11:31:15.914574+00:00,4384967,4384961,4384967,295716,4383723,4382458,4384967,4382318,1533,1116,3414,51
adsb_data_20251215_121036,True,True,True,4385221,4385221,75.2,2026-06-08T11:32:31.974583+00:00,4385221,4385205,4385221,275662,4384137,4382803,4385221,4382655,1598,968,3312,41
adsb_data_20251215_124553,True,True,True,4384623,4384623,74.23,2026-06-08T11:33:47.128120+00:00,4384623,4384614,4384623,264876,4383839,4380838,4384623,4380751,3157,715,3351,42
adsb_data_20251215_132053,True,True,True,4382912,4382912,75.41,2026-06-08T11:35:03.430927+00:00,4382912,4382888,4382912,239278,4381644,4378462,4382912,4378339,3380,1193,3422,52
adsb_data_20251215_135630,True,True,True,4381772,4381772,77.27,2026-06-08T11:36:21.638612+00:00,4381772,4381766,4381772,263012,4379387,4375404,4381772,4375186,4407,2179,3426,38
adsb_data_20251215_143145,True,True,True,4381719,4381719,74.93,2026-06-08T11:37:37.477073+00:00,4381719,4381711,4381719,267491,4380538,4379375,4381719,4379267,1363,1089,3432,44
adsb_data_20251215_151209,True,True,True,4382380,4382380,75.85,2026-06-08T11:38:54.213838+00:00,4382380,4382368,4382380,275227,4381454,4380835,4382380,4380779,707,894,3263,53
adsb_data_20251215_154742,True,True,True,4396928,4396928,75.55,2026-06-08T11:40:10.667807+00:00,4396928,4396919,4396928,297627,4395359,4393777,4396928,4393653,1812,1463,3255,52
adsb_data_20251215_162350,True,True,True,4384096,4384096,75.31,2026-06-08T11:41:26.829873+00:00,4384096,4384079,4384096,279875,4382556,4381597,4384096,4381398,1323,1375,3200,45
adsb_data_20251215_170013,True,True,True,4381406,4381406,76.49,2026-06-08T11:42:44.180400+00:00,4381406,4381401,4381406,264259,4380536,4378357,4381406,4378283,2317,806,3141,33
adsb_data_20251215_173455,True,True,True,4384099,4384099,75.29,2026-06-08T11:44:00.245020+00:00,4384099,4384082,4384099,287263,4383579,4382370,4384099,4382213,1489,397,3107,39
adsb_data_20251215_180859,True,True,True,4382336,4382336,74.27,2026-06-08T11:45:15.348729+00:00,4382336,4382325,4382336,267999,4381299,4379602,4382336,4379489,1901,946,2992,25
adsb_data_20251215_184214,True,True,True,4382561,4382561,73.53,2026-06-08T11:46:29.776796+00:00,4382561,4382541,4382561,282518,4382002,4380986,4382561,4380922,1104,535,2940,27
adsb_data_20251215_191457,True,True,True,4380695,4380695,75.79,2026-06-08T11:47:46.420426+00:00,4380695,4380680,4380695,267947,4379808,4378003,4380695,4377911,1959,825,2887,39
adsb_data_20251215_194840,True,True,True,4382627,4382627,75.32,2026-06-08T11:49:02.561427+00:00,4382627,4382599,4382627,274497,4381615,4380653,4382627,4380533,1146,948,2863,47
adsb_data_20251215_202208,True,True,True,4377111,4377111,76.41,2026-06-08T11:50:19.793132+00:00,4377111,4377087,4377111,257146,4376541,4375440,4377111,4375376,1181,554,2769,38
adsb_data_20251215_205644,True,True,True,1444609,1444609,24.7,2026-06-08T11:50:45.351464+00:00,1444609,1444605,1444609,97455,1444534,1444296,1444609,1444269,284,56,2345,42
adsb_data_20251215_210758,True,True,True,4381337,4381337,74.7,2026-06-08T11:52:00.344827+00:00,4381337,4381323,4381337,265524,4380793,4379326,4381337,4379269,1553,515,2714,24
adsb_data_20251215_214401,True,True,True,4378994,4378994,73.4,2026-06-08T11:53:14.618861+00:00,4378994,4378982,4378994,230080,4378236,4377154,4378994,4377117,1132,745,2541,23
adsb_data_20251215_221915,True,True,True,4373932,4373932,71.94,2026-06-08T11:54:27.385379+00:00,4373932,4373917,4373932,211990,4373495,4371436,4373932,4371397,2107,428,2254,21
adsb_data_20251215_225400,True,True,True,4372611,4372611,72.03,2026-06-08T11:55:40.255658+00:00,4372611,4372604,4372611,211109,4371796,4369169,4372611,4369140,2671,800,1939,18
adsb_data_20251215_232639,True,True,True,4374432,4374432,69.36,2026-06-08T11:56:50.438630+00:00,4374432,4374410,4374432,265410,4372170,4369503,4374432,4369444,2741,2247,1632,23
adsb_data_20251216_000656,True,True,True,4379097,4379097,70.81,2026-06-08T11:58:02.059664+00:00,4379097,4379083,4379097,266964,4376339,4371503,4379097,4371429,4956,2712,1311,21
adsb_data_20251216_011013,True,True,True,4386628,4386628,69.5,2026-06-08T11:59:12.407253+00:00,4386628,4386618,4386628,170989,4386335,4379639,4386628,4379544,6866,218,961,13
adsb_data_20251216_023844,True,True,True,4387812,4387812,69.58,2026-06-08T12:00:22.799214+00:00,4387812,4387798,4387812,124368,4387504,4376694,4387812,4376598,10974,240,887,9
adsb_data_20251216_040535,True,True,True,4390852,4390852,78.97,2026-06-08T12:01:42.603472+00:00,4390852,4390842,4390852,156021,4386941,4382741,4390852,4382612,4438,3802,880,11
adsb_data_20251216_052720,True,True,True,4393139,4393139,68.81,2026-06-08T12:02:52.249046+00:00,4393139,4393130,4393139,308337,4389243,4387097,4393139,4386973,2376,3790,1350,47
adsb_data_20251216_070252,True,True,True,4399693,4399693,70.13,2026-06-08T12:04:03.170057+00:00,4399693,4399681,4399693,372586,4398430,4395504,4399693,4394937,4036,720,1749,40
adsb_data_20251216_074523,True,True,True,4393433,4393433,73.44,2026-06-08T12:05:17.468801+00:00,4393433,4393421,4393433,311753,4392506,4390087,4393433,4389937,2695,801,2353,54
adsb_data_20251216_081958,True,True,True,4387106,4387106,71.76,2026-06-08T12:06:30.075743+00:00,4387106,4387094,4387106,247525,4386024,4384402,4387106,4384280,1842,984,2830,53
adsb_data_20251216_085625,True,True,True,4387977,4387977,74.03,2026-06-08T12:07:44.968055+00:00,4387977,4387971,4387977,280369,4386493,4383938,4387977,4383802,2815,1360,3194,55
adsb_data_20251216_093359,True,True,True,4386890,4386890,73.24,2026-06-08T12:08:59.054929+00:00,4386890,4386868,4386890,271234,4386294,4383998,4386890,4383885,2478,527,3342,53
adsb_data_20251216_101151,True,True,True,4384706,4384706,74.34,2026-06-08T12:10:14.237720+00:00,4384706,4384696,4384706,270229,4383578,4381989,4384706,4381905,1737,1064,3358,47
adsb_data_20251216_105039,True,True,True,4383616,4383616,73.55,2026-06-08T12:11:28.681294+00:00,4383616,4383605,4383616,271300,4382624,4381316,4383616,4381202,1514,900,3284,53
adsb_data_20251216_112410,True,True,True,4386010,4386010,73.53,2026-06-08T12:12:43.074162+00:00,4386010,4385979,4386010,293027,4383916,4383279,4386010,4382391,2351,1268,3277,51
adsb_data_20251216_115649,True,True,True,4383356,4383356,75.2,2026-06-08T12:13:59.165362+00:00,4383356,4383339,4383356,272432,4381847,4381426,4383356,4380764,1711,881,3209,30
adsb_data_20251216_123005,True,True,True,4385706,4385706,75.79,2026-06-08T12:15:15.780316+00:00,4385706,4385695,4385706,257716,4384534,4384167,4385706,4384072,535,1099,3155,44
adsb_data_20251216_130146,True,True,True,4381026,4381026,72.86,2026-06-08T12:16:29.477407+00:00,4381026,4380984,4381026,247471,4380840,4379871,4381026,4379783,1061,182,3204,47
adsb_data_20251216_133313,True,True,True,4383447,4383447,77.91,2026-06-08T12:17:48.258595+00:00,4383447,4383394,4383447,258856,4382682,4381639,4383447,4381248,1719,480,3423,48
adsb_data_20251216_141149,True,True,True,4381640,4381640,77.18,2026-06-08T12:19:06.323180+00:00,4381640,4381619,4381640,250004,4380391,4379218,4381640,4378995,1577,1068,3383,50
adsb_data_20251216_145113,True,True,True,4382179,4382179,73.56,2026-06-08T12:20:20.718895+00:00,4382179,4382164,4382179,266613,4381224,4379944,4382179,4379783,1572,824,3264,48
adsb_data_20251216_152927,True,True,True,4383120,4383120,76.13,2026-06-08T12:21:37.698556+00:00,4383120,4383116,4383120,271833,4382075,4381636,4383120,4381190,1323,607,3264,49
adsb_data_20251216_160809,True,True,True,4382588,4382588,74.23,2026-06-08T12:22:52.796794+00:00,4382588,4382571,4382588,263923,4381779,4381046,4382588,4380947,897,744,3210,51
adsb_data_20251216_164635,True,True,True,4383488,4383488,76.27,2026-06-08T12:24:09.831237+00:00,4383488,4383473,4383488,268574,4382394,4380299,4383488,4380229,2205,1054,3224,69
adsb_data_20251216_172424,True,True,True,4384115,4384115,75.54,2026-06-08T12:25:26.241069+00:00,4384115,4384088,4384115,279740,4382616,4381679,4384115,4381527,1187,1401,3131,45
adsb_data_20251216_180137,True,True,True,4382891,4382891,74.71,2026-06-08T12:26:41.837048+00:00,4382891,4382873,4382891,254713,4381492,4380463,4382891,4380349,1221,1321,3014,35
adsb_data_20251216_183833,True,True,True,4382889,4382889,73.09,2026-06-08T12:27:55.737443+00:00,4382889,4382866,4382889,288441,4381581,4379843,4382889,4379741,1896,1252,2930,41
adsb_data_20251216_191427,True,True,True,4380804,4380804,74.63,2026-06-08T12:29:11.224500+00:00,4380804,4380786,4380804,283288,4380498,4379511,4380804,4379451,1071,282,2865,38
adsb_data_20251216_194956,True,True,True,4381510,4381510,75.11,2026-06-08T12:30:27.179905+00:00,4381510,4381488,4381510,296260,4381256,4380109,4381510,4380039,1243,228,2831,27
adsb_data_20251216_202615,True,True,True,4379207,4379207,72.86,2026-06-08T12:31:40.920101+00:00,4379207,4379201,4379207,264019,4378696,4377506,4379207,4377425,1340,442,2790,42
adsb_data_20251216_210237,True,True,True,4379581,4379581,75.14,2026-06-08T12:32:56.911058+00:00,4379581,4379568,4379581,243008,4378074,4375131,4379581,4375018,3143,1420,2717,37
adsb_data_20251216_214105,True,True,True,4377526,4377526,76.44,2026-06-08T12:34:14.186348+00:00,4377526,4377510,4377526,233469,4373469,4372133,4377526,4370444,4682,2400,2537,33
adsb_data_20251216_221922,True,True,True,4375915,4375915,76.09,2026-06-08T12:35:31.141694+00:00,4375915,4375897,4375915,218508,4374706,4372902,4375915,4372762,2048,1105,2186,28
adsb_data_20251216_225520,True,True,True,4371779,4371779,70.4,2026-06-08T12:36:42.435403+00:00,4371779,4371761,4371779,201966,4371324,4368408,4371779,4368355,2986,438,1808,21
adsb_data_20251216_232832,True,True,True,4372094,4372094,69.2,2026-06-08T12:37:52.458574+00:00,4372094,4372081,4372094,265456,4370135,4366742,4372094,4366694,3463,1937,1558,20
adsb_data_20251217_001241,True,True,True,4378306,4378306,71.82,2026-06-08T12:39:05.082106+00:00,4378306,4378292,4378306,258694,4376925,4366820,4378306,4366747,10223,1336,1231,17
adsb_data_20251217_012400,True,True,True,4387570,4387570,71.66,2026-06-08T12:40:17.571282+00:00,4387570,4387562,4387570,181692,4386727,4376161,4387570,4376068,10736,766,954,16
adsb_data_20251217_025417,True,True,True,4393910,4393910,71.23,2026-06-08T12:41:29.645222+00:00,4393910,4393894,4393910,159567,4393059,4387930,4393910,4387838,5281,791,927,16
adsb_data_20251217_041646,True,True,True,4390921,4390921,70.63,2026-06-08T12:42:41.152691+00:00,4390921,4390909,4390921,161069,4384459,4381112,4390921,4380978,3591,6352,929,10
adsb_data_20251217_053629,True,True,True,4402253,4402253,70.84,2026-06-08T12:43:52.839725+00:00,4402253,4402242,4402253,332879,4398090,4393747,4402253,4393638,4539,4076,1385,43
adsb_data_20251217_070600,True,True,True,4401236,4401236,73.17,2026-06-08T12:45:06.902532+00:00,4401236,4401217,4401236,353094,4400328,4398579,4401236,4398166,2537,533,1773,35
adsb_data_20251217_074643,True,True,True,4394943,4394943,74.13,2026-06-08T12:46:21.822311+00:00,4394943,4394933,4394943,317870,4393698,4391274,4394943,4391149,2654,1140,2427,43
adsb_data_20251217_082244,True,True,True,4386920,4386920,73.53,2026-06-08T12:47:36.211544+00:00,4386920,4386909,4386920,261544,4385694,4383415,4386920,4383298,2491,1131,2835,53
adsb_data_20251217_085953,True,True,True,4388147,4388147,74.43,2026-06-08T12:48:51.397965+00:00,4388147,4388137,4388147,283796,4387407,4385966,4388147,4385825,1703,619,3110,47
adsb_data_20251217_093759,True,True,True,4384530,4384530,74.18,2026-06-08T12:50:06.451385+00:00,4384530,4384524,4384530,283809,4383518,4382096,4384530,4381546,2510,474,3239,44
adsb_data_20251217_101642,True,True,True,4384649,4384649,74.4,2026-06-08T12:51:21.699749+00:00,4384649,4384634,4384649,285774,4382840,4382408,4384649,4382022,1182,1445,3307,42
adsb_data_20251217_105533,True,True,True,4384470,4384470,75.45,2026-06-08T12:52:37.987972+00:00,4384470,4384451,4384470,284693,4382775,4381561,4384470,4381442,1414,1614,3318,50
adsb_data_20251217_113341,True,True,True,4384985,4384985,72.14,2026-06-08T12:53:51.000540+00:00,4384985,4384981,4384985,302507,4383954,4383283,4384985,4382571,2087,327,3351,35
adsb_data_20251217_121302,True,True,True,4383270,4383270,77.2,2026-06-08T12:55:09.100986+00:00,4383270,4383247,4383270,271788,4382617,4381293,4383270,4381191,1488,591,3330,51
adsb_data_20251217_125252,True,True,True,4383006,4383006,74.47,2026-06-08T12:56:24.444349+00:00,4383006,4382985,4383006,256867,4382018,4381475,4383006,4381352,751,903,3383,52
adsb_data_20251217_133057,True,True,True,4382101,4382101,74.84,2026-06-08T12:57:40.114654+00:00,4382101,4382086,4382101,259361,4380932,4380314,4382101,4380181,864,1056,3465,46
adsb_data_20251217_140920,True,True,True,4382734,4382734,73.73,2026-06-08T12:58:54.710365+00:00,4382734,4382721,4382734,257918,4380975,4381103,4382734,4379893,2266,575,3418,51
adsb_data_20251217_144740,True,True,True,4384488,4384488,75.79,2026-06-08T13:00:11.360858+00:00,4384488,4384061,4384488,263092,4383934,4383031,4384488,4382512,1087,889,3380,42
adsb_data_20251217_152629,True,True,True,4384401,4384401,74.78,2026-06-08T13:01:26.951706+00:00,4384401,4383443,4384401,288718,4383759,4383192,4384401,4382141,757,1503,3344,59
adsb_data_20251217_160343,True,True,True,4385015,4385015,75.36,2026-06-08T13:02:43.072004+00:00,4385015,4383371,4385015,292036,4383551,4382841,4385015,4381080,952,2983,3264,42
adsb_data_20251217_164223,True,True,True,4385314,4385314,75.63,2026-06-08T13:03:59.567729+00:00,4385314,4383452,4385314,275445,4384271,4383593,4385314,4381671,798,2845,3282,51
adsb_data_20251217_172323,True,True,True,2844961,2844961,48.8,2026-06-08T13:04:49.237733+00:00,2844961,2844325,2844961,177088,2844150,2843857,2844961,2843179,377,1405,2931,45
